,# Identifier,Cytoplasmic effector,Apoplastic effector,Non-effector,Prediction,Orthogroup
55026,mpi|P42|17002371|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_2371,-,Y (0.802),-,Apoplastic effector,OG0009050
56139,mpi|P43|3000983|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_983,Y (0.559),Y (0.737),-,Apoplastic/cytoplasmic effector,OG0009050
57148,mpi|P44|300960|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_960,Y (0.559),Y (0.737),-,Apoplastic/cytoplasmic effector,OG0009050
59101,mpi|P455|5002349|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2349,Y (0.537),Y (0.736),-,Apoplastic/cytoplasmic effector,OG0009050
59970,mpi|P45|120095|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_95,Y (0.559),Y (0.737),-,Apoplastic/cytoplasmic effector,OG0009050
61095,mpi|P46|6800212|Fgenesh_Torrubiella_hemipterigena|contig_68_gene_212,-,Y (0.803),-,Apoplastic effector,OG0009050
62570,mpi|P47|1500386|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_386,Y (0.62),Y (0.743),-,Apoplastic/cytoplasmic effector,OG0009050
64743,mpi|P48|12002327|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2327,Y (0.559),Y (0.737),-,Apoplastic/cytoplasmic effector,OG0009050
66128,mpi|P49|1800826|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_826,Y (0.514),Y (0.803),-,Apoplastic/cytoplasmic effector,OG0009050
67629,mpi|P4|1002370|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_2370,Y (0.537),Y (0.736),-,Apoplastic/cytoplasmic effector,OG0009050
68541,mpi|P50|500460|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_460,-,Y (0.832),-,Apoplastic effector,OG0009050
70362,mpi|P51|800596|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_596,Y (0.567),Y (0.736),-,Apoplastic/cytoplasmic effector,OG0009050
71884,mpi|P52|9001513|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1513,Y (0.547),Y (0.738),-,Apoplastic/cytoplasmic effector,OG0009050
72462,mpi|P54|3100597|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_597,Y (0.665),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009050
74409,mpi|P55|2600191|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_191,Y (0.512),Y (0.78),-,Apoplastic/cytoplasmic effector,OG0009050
74810,mpi|P56|2200139|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_139,Y (0.665),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009050
77605,mpi|P57|9001935|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1935,Y (0.665),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009050
78895,mpi|P58|13001604|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1604,Y (0.547),Y (0.769),-,Apoplastic/cytoplasmic effector,OG0009050
80143,mpi|P59|2800689|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_689,Y (0.512),Y (0.78),-,Apoplastic/cytoplasmic effector,OG0009050
81649,mpi|P5|450094|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_94,Y (0.531),Y (0.77),-,Apoplastic/cytoplasmic effector,OG0009050
81909,mpi|P60|510027|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_27,Y (0.547),Y (0.769),-,Apoplastic/cytoplasmic effector,OG0009050
84390,mpi|P612|5700965|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_965,Y (0.559),Y (0.737),-,Apoplastic/cytoplasmic effector,OG0009050
85736,mpi|P61|1600961|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_961,-,Y (0.801),-,Apoplastic effector,OG0009050
86883,mpi|P62|2800393|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_393,Y (0.665),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009050
87617,mpi|P63|120067|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_67,-,Y (0.801),-,Apoplastic effector,OG0009050
92704,mpi|P66|200769|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_769,-,Y (0.593),-,Apoplastic effector,OG0009050
93893,mpi|P67|2200971|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_971,Y (0.665),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009050
94943,mpi|P68|90060|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_60,Y (0.539),Y (0.77),-,Apoplastic/cytoplasmic effector,OG0009050
96503,mpi|P6|800198|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_198,Y (0.508),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009050
99649,mpi|P8|800898|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_898,Y (0.512),Y (0.718),-,Apoplastic/cytoplasmic effector,OG0009050
100068,mpi|P9|3200129|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_129,Y (0.617),Y (0.575),-,Cytoplasmic/apoplastic effector,OG0009050
1260,mpi|P10|2800139|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_139,Y (0.51),-,-,Cytoplasmic effector,OG0009067
3985,mpi|P11|6001068|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1068,Y (0.51),-,-,Cytoplasmic effector,OG0009067
5443,mpi|P12|1500624|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_624,Y (0.522),-,-,Cytoplasmic effector,OG0009067
5751,mpi|P13|240015|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_15,Y (0.51),-,-,Cytoplasmic effector,OG0009067
8096,mpi|P143|2000608|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_608,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
9355,mpi|P14|700614|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_614,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
10436,mpi|P15|200616|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_616,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
12140,jgi|P16|326962|gm1.4412_g,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
13485,mpi|P17|7400373|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_373,Y (0.519),-,-,Cytoplasmic effector,OG0009067
14908,mpi|P18|5000288|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_288,Y (0.522),Y (0.523),-,Apoplastic/cytoplasmic effector,OG0009067
16866,mpi|P19|6700288|Fgenesh_Torrubiella_hemipterigena|contig_67_gene_288,Y (0.522),Y (0.523),-,Apoplastic/cytoplasmic effector,OG0009067
18328,mpi|P1|6002763|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_2763,Y (0.545),-,-,Cytoplasmic effector,OG0009067
23595,mpi|P23|3800319|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_319,Y (0.548),Y (0.517),-,Cytoplasmic/apoplastic effector,OG0009067
25400,mpi|P24|2002804|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2804,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
26778,mpi|P25|74001990|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_1990,Y (0.522),Y (0.523),-,Apoplastic/cytoplasmic effector,OG0009067
27258,mpi|P26|210033|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_33,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
29149,mpi|P27|3200367|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_367,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
31044,mpi|P28|33001055|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_1055,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
32142,mpi|P29|4500493|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_493,Y (0.551),Y (0.6),-,Apoplastic/cytoplasmic effector,OG0009067
35140,mpi|P30|100593|Fgenesh_Torrubiella_hemipterigena|scaffold_1_gene_593,Y (0.536),-,-,Cytoplasmic effector,OG0009067
36299,mpi|P31|3900551|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_551,Y (0.51),-,-,Cytoplasmic effector,OG0009067
37839,mpi|P32|1900625|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_625,Y (0.523),Y (0.522),-,Cytoplasmic/apoplastic effector,OG0009067
38459,mpi|P33|3700283|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_283,Y (0.523),Y (0.522),-,Cytoplasmic/apoplastic effector,OG0009067
40895,mpi|P340|15002710|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2710,Y (0.506),Y (0.636),-,Apoplastic/cytoplasmic effector,OG0009067
42303,mpi|P34|13002735|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2735,Y (0.506),Y (0.636),-,Apoplastic/cytoplasmic effector,OG0009067
43695,mpi|P35|10001625|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1625,Y (0.506),Y (0.636),-,Apoplastic/cytoplasmic effector,OG0009067
44778,mpi|P36|3100628|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_628,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
45486,mpi|P38|900137|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_137,Y (0.511),Y (0.603),-,Apoplastic/cytoplasmic effector,OG0009067
47909,mpi|P39|3100673|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_673,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
48260,mpi|P3|700626|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_626,Y (0.522),-,-,Cytoplasmic effector,OG0009067
51136,mpi|P41|270049|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_49,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
53541,mpi|P421|34002727|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2727,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
53929,mpi|P42|2100610|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_610,Y (0.522),Y (0.523),-,Apoplastic/cytoplasmic effector,OG0009067
56088,mpi|P43|3000631|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_631,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
57099,mpi|P44|300615|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_615,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
59151,mpi|P455|5002691|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2691,Y (0.522),Y (0.523),-,Apoplastic/cytoplasmic effector,OG0009067
60019,mpi|P45|1200442|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_442,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
62616,mpi|P47|1500740|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_740,Y (0.509),-,-,Cytoplasmic effector,OG0009067
64792,mpi|P48|12002668|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2668,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
66175,mpi|P49|18001162|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1162,-,Y (0.508),-,Apoplastic effector,OG0009067
66522,mpi|P4|210049|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_49,Y (0.511),Y (0.603),-,Apoplastic/cytoplasmic effector,OG0009067
68590,mpi|P50|500805|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_805,Y (0.513),-,-,Cytoplasmic effector,OG0009067
70413,mpi|P51|800942|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_942,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
71416,mpi|P52|1800254|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_254,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
73854,mpi|P55|700659|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_659,Y (0.513),-,-,Cytoplasmic effector,OG0009067
76905,mpi|P57|1000622|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_622,Y (0.51),-,-,Cytoplasmic effector,OG0009067
81069,mpi|P5|4200607|Fgenesh_Torrubiella_hemipterigena|contig_42_gene_607,Y (0.519),-,-,Cytoplasmic effector,OG0009067
82355,mpi|P60|900649|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_649,Y (0.528),-,-,Cytoplasmic effector,OG0009067
84339,mpi|P612|5700615|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_615,Y (0.524),Y (0.571),-,Apoplastic/cytoplasmic effector,OG0009067
85687,mpi|P61|1600618|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_618,Y (0.523),Y (0.522),-,Cytoplasmic/apoplastic effector,OG0009067
86931,mpi|P62|2800750|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_750,Y (0.513),-,-,Cytoplasmic effector,OG0009067
88001,mpi|P63|1100619|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_619,Y (0.523),Y (0.522),-,Cytoplasmic/apoplastic effector,OG0009067
90642,mpi|P65|1700276|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_276,Y (0.544),-,-,Cytoplasmic effector,OG0009067
92751,mpi|P66|2001114|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1114,Y (0.514),Y (0.579),-,Apoplastic/cytoplasmic effector,OG0009067
93847,mpi|P67|2200616|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_616,Y (0.508),-,-,Cytoplasmic effector,OG0009067
95102,mpi|P68|3700611|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_611,Y (0.522),Y (0.523),-,Apoplastic/cytoplasmic effector,OG0009067
96552,mpi|P6|800539|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_539,Y (0.53),Y (0.507),-,Cytoplasmic/apoplastic effector,OG0009067
99698,mpi|P8|8001251|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_1251,Y (0.598),-,-,Cytoplasmic effector,OG0009067
100822,mpi|P9|300609|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_609,Y (0.54),-,-,Cytoplasmic effector,OG0009067
1317,mpi|P10|2800508|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_508,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
1832,jgi|P117|213120|fgenesh1_kg.6_#_261_#_TRINITY_DN22384_c0_g1_i1,Y (0.637),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
3929,mpi|P11|600700|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_700,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
5500,mpi|P12|1500992|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_992,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
8153,mpi|P143|2000974|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_974,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
9412,mpi|P14|700983|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_983,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
11004,mpi|P15|1900113|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_113,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
12432,jgi|P16|349936|MIX5937_1_21,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
13427,mpi|P17|740012|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_12,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
14466,mpi|P18|13100231|Fgenesh_Torrubiella_hemipterigena|contig_131_gene_231,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
15881,mpi|P19|1800243|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_243,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
18730,mpi|P20|12500254|Fgenesh_Torrubiella_hemipterigena|contig_125_gene_254,Y (0.618),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009089
21140,mpi|P21|500839|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_839,Y (0.828),Y (0.759),-,Cytoplasmic/apoplastic effector,OG0009089
22493,mpi|P22|1300457|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_457,Y (0.618),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009089
22976,mpi|P23|250043|Fgenesh_Torrubiella_hemipterigena|contig_25_gene_43,Y (0.572),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
25341,mpi|P24|2002441|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2441,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
26720,mpi|P25|74001632|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_1632,Y (0.563),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
28255,mpi|P26|9002349|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_2349,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
29208,mpi|P27|3200736|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_736,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
30985,mpi|P28|3300683|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_683,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
32199,mpi|P29|4500851|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_851,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
33802,mpi|P2|6001305|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1305,Y (0.618),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009089
35150,mpi|P30|100651|Fgenesh_Torrubiella_hemipterigena|scaffold_1_gene_651,Y (0.628),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
35424,mpi|P31|240026|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_26,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
37895,mpi|P32|19001001|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_1001,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
39567,mpi|P33|2002402|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2402,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
40838,mpi|P340|15002350|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2350,Y (0.563),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
42245,mpi|P34|13002365|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2365,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
43638,mpi|P35|10001256|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1256,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
44837,mpi|P36|3100995|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_995,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
46575,mpi|P38|4002349|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_2349,Y (0.563),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
47850,mpi|P39|3100311|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_311,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
49380,mpi|P3|10002387|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_2387,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
49983,mpi|P40|400199|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_199,Y (0.814),Y (0.76),-,Cytoplasmic/apoplastic effector,OG0009089
51645,mpi|P41|2400554|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_554,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
53483,mpi|P421|34002356|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2356,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
55017,mpi|P42|17002346|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_2346,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
56146,mpi|P43|30001004|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_1004,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
57156,mpi|P44|300981|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_981,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
59093,mpi|P455|5002328|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2328,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
59962,mpi|P45|120074|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_74,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
61104,mpi|P46|6800231|Fgenesh_Torrubiella_hemipterigena|contig_68_gene_231,Y (0.618),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009089
62567,mpi|P47|1500372|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_372,Y (0.814),Y (0.76),-,Cytoplasmic/apoplastic effector,OG0009089
64735,mpi|P48|12002306|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2306,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
66119,mpi|P49|1800807|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_807,Y (0.757),Y (0.793),-,Apoplastic/cytoplasmic effector,OG0009089
67621,mpi|P4|1002349|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_2349,Y (0.563),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
68533,mpi|P50|500442|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_442,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
70354,mpi|P51|800575|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_575,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
71875,mpi|P52|9001488|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1488,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
72471,mpi|P54|3100617|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_617,Y (0.634),Y (0.765),-,Apoplastic/cytoplasmic effector,OG0009089
74417,mpi|P55|2600211|Fgenesh_Torrubiella_hemipterigena|contig_26_gene_211,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
77597,mpi|P57|9001915|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_1915,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
78886,mpi|P58|13001584|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1584,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
80151,mpi|P59|2800709|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_709,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
81658,mpi|P5|4500115|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_115,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
81900,mpi|P60|51007|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_7,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
84398,mpi|P612|5700990|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_990,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
85744,mpi|P61|1600982|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_982,Y (0.567),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
86874,mpi|P62|2800373|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_373,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
87625,mpi|P63|120088|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_88,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
89668,mpi|P64|300077|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_77,Y (0.538),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
90584,mpi|P65|3800248|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_248,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
92695,mpi|P66|200748|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_748,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
93902,mpi|P67|2200991|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_991,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
94951,mpi|P68|90081|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_81,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
96495,mpi|P6|800173|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_173,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
97649,mpi|P7|4600114|Fgenesh_Torrubiella_hemipterigena|contig_46_gene_114,Y (0.618),Y (0.794),-,Apoplastic/cytoplasmic effector,OG0009089
99640,mpi|P8|800878|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_878,Y (0.628),Y (0.767),-,Apoplastic/cytoplasmic effector,OG0009089
100076,mpi|P9|3200148|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_148,Y (0.571),Y (0.768),-,Apoplastic/cytoplasmic effector,OG0009089
53675,mpi|P42|20098|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_98,Y (0.575),-,-,Cytoplasmic effector,OG0009090
66366,mpi|P4|1300164|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_164,Y (0.575),-,-,Cytoplasmic effector,OG0009090
69763,mpi|P51|1800611|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_611,Y (0.575),-,-,Cytoplasmic effector,OG0009090
3243,mpi|P11|1400550|Fgenesh_Torrubiella_hemipterigena|contig_14_gene_550,Y (0.541),-,-,Cytoplasmic effector,OG0009095
7716,mpi|P143|22001441|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_1441,Y (0.551),-,-,Cytoplasmic effector,OG0009095
